"workerid","trial_type","question","verb.phrase","entire.sentence","specific","noun.phrase","response","tgrep.id","order"
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart cheap anyway","well, new cars aren&quotechart cheap anyway,","","new cars","General","46874:11",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are out","kids are out.","","kids","General","123596:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","have  to be convinced  of that","but men have  to be convinced  of that.","","men","General","28363:6",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","learn at different rates","kids learn at different rates","","kids","General","53689:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are crippled","that way husbands are crippled,","","husbands","General","9738:9",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","change","so things change, i guess  .","","things","General","1519:8",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are really high","deductibles are really high,","RNR Plan D","deductibles","Specific","163:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are okay","uh, uh, blues are okay.","","blues","General","148447:14",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are awful here","cockroaches are awful here.","","cockroaches","General","1725:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are so messy","uh. rollers are so messy.","hair rollers","rollers","Specific","142815:9",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are notorious","i mean, school buses are notorious.","school buses in raleigh","school buses","Specific","8185:16",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are to easy   to get ","quorums are to easy   to get .","","quorums","General","174222:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are such a strange configuration anymore","families are such a strange configuration anymore.","","families","General","7279:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get maternity leave and stuff like that","but, you know, women get maternity leave and stuff like that","women who have children","women","Specific","131139:18",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are expensive though","lessons are expensive though.","golf lessons","lessons","Specific","142183:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are fun","babies are fun,","","babies","General","112537:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart exactly professional","well jeans aren&quotechart exactly professional","","jeans","General","41619:7",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get so worn down","and nurses get so worn down.","nurses caring for the elderly","nurses","Specific","159568:6",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart parents any more","parents aren&quotechart parents any more.","","parents","General","36123:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","cost a lot more","well, things cost a lot more.","","things","General","176:9",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are real high maintenances","well, dogs are real high maintenances,","","dogs","General","59934:9",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are around the house a whole lot more than girls","and little boys are around the house a whole lot more than girls.","grandsons","little boys","Specific","116994:8",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are kind of a problem","i mean winters are kind of a problem","","winters","General","67262:12",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are not so good in texas job wise","things are not so good in texas job wise.","job prospects","things","Specific","12771:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","don&quotechart require mechanics","diesels don&quotechart require mechanics,","","diesels","General","57573:4",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are just as much of a blessing inside these material things","but kids are just as much of a blessing inside these material things","","kids","General","47743:6",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are good all the time","but cats are good all the time.","","cats","General","171:6",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are probably the most fickle people in the world","uh, football fans are probably the most fickle people in the world.","","football fans","General","137655:11",1
10,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart nearly as frequent","women aren&quotechart nearly as frequent,","women in the church of jesus christ of latter day saints","women","Specific","684:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are expensive though","lessons are expensive though.","golf","lessons","Specific","142183:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are so messy","uh. rollers are so messy.","paint","rollers","Specific","142815:9",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart exactly professional","well jeans aren&quotechart exactly professional","denim","jeans","Specific","41619:7",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are fun","babies are fun,","","babies","General","112537:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are kind of a problem","i mean winters are kind of a problem","","winters","General","67262:12",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","learn at different rates","kids learn at different rates","in school","kids","Specific","53689:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are such a strange configuration anymore","families are such a strange configuration anymore.","","families","General","7279:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are notorious","i mean, school buses are notorious.","raleigh school buses","school buses","Specific","8185:16",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get so worn down","and nurses get so worn down.","senior care nurses ","nurses","Specific","159568:6",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are quite different  there in terms of that","and things are quite different  there in terms of that.","","things","General","157:6",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart cheap anyway","well, new cars aren&quotechart cheap anyway,","","new cars","General","46874:11",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","don&quotechart require mechanics","diesels don&quotechart require mechanics,","diesel motors","diesels","Specific","57573:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","have  to be convinced  of that","but men have  to be convinced  of that.","","men","General","28363:6",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are not so good in texas job wise","things are not so good in texas job wise.","employment","things","Specific","12771:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get maternity leave and stuff like that","but, you know, women get maternity leave and stuff like that","pregnant","women","Specific","131139:18",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","change","so things change, i guess  .","","things","General","1519:8",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are good all the time","but cats are good all the time.","","cats","General","171:6",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are to easy   to get ","quorums are to easy   to get .","","quorums","General","174222:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are awful here","cockroaches are awful here.","","cockroaches","General","1725:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are okay","uh, uh, blues are okay.","blues music","blues","Specific","148447:14",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are around the house a whole lot more than girls","and little boys are around the house a whole lot more than girls.","","little boys","General","116994:8",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart nearly as frequent","women aren&quotechart nearly as frequent,","mormon","women","Specific","684:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are crippled","that way husbands are crippled,","","husbands","General","9738:9",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are just as much of a blessing inside these material things","but kids are just as much of a blessing inside these material things","","kids","General","47743:6",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","cost a lot more","well, things cost a lot more.","","things","General","176:9",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are out","kids are out.","","kids","General","123596:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are probably the most fickle people in the world","uh, football fans are probably the most fickle people in the world.","","football fans","General","137655:11",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart parents any more","parents aren&quotechart parents any more.","","parents","General","36123:4",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are real high maintenances","well, dogs are real high maintenances,","indoor dogs","dogs","Specific","59934:9",1
11,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are really high","deductibles are really high,","medical","deductibles","Specific","163:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are just as much of a blessing inside these material things","but kids are just as much of a blessing inside these material things","","kids","General","47743:6",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are probably the most fickle people in the world","uh, football fans are probably the most fickle people in the world.","","football fans","General","137655:11",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are not so good in texas job wise","things are not so good in texas job wise.","job related","things","Specific","12771:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are real high maintenances","well, dogs are real high maintenances,","","dogs","General","59934:9",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart parents any more","parents aren&quotechart parents any more.","","parents","General","36123:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","have  to be convinced  of that","but men have  to be convinced  of that.","","men","General","28363:6",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are so messy","uh. rollers are so messy.","paint","rollers","Specific","142815:9",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are such a strange configuration anymore","families are such a strange configuration anymore.","","families","General","7279:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are really high","deductibles are really high,","benefit","deductibles","Specific","163:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are quite different  there in terms of that","and things are quite different  there in terms of that.","level of privacy","things","Specific","157:6",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are out","kids are out.","person 1&quotechars","kids","Specific","123596:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are okay","uh, uh, blues are okay.","musical","blues","Specific","148447:14",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart exactly professional","well jeans aren&quotechart exactly professional","","jeans","General","41619:7",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are awful here","cockroaches are awful here.","","cockroaches","General","1725:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are fun","babies are fun,","","babies","General","112537:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart nearly as frequent","women aren&quotechart nearly as frequent,","later day saints","women","Specific","684:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","don&quotechart require mechanics","diesels don&quotechart require mechanics,","","diesels","General","57573:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart cheap anyway","well, new cars aren&quotechart cheap anyway,","","new cars","General","46874:11",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","change","so things change, i guess  .","financial","things","Specific","1519:8",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get maternity leave and stuff like that","but, you know, women get maternity leave and stuff like that","employed","women","Specific","131139:18",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get so worn down","and nurses get so worn down.","elder care","nurses","Specific","159568:6",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are to easy   to get ","quorums are to easy   to get .","","quorums","General","174222:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","learn at different rates","kids learn at different rates","","kids","General","53689:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are kind of a problem","i mean winters are kind of a problem","","winters","General","67262:12",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are notorious","i mean, school buses are notorious.","in raleigh","school buses","Specific","8185:16",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are expensive though","lessons are expensive though.","golf","lessons","Specific","142183:4",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are crippled","that way husbands are crippled,","of women","husbands","Specific","9738:9",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","cost a lot more","well, things cost a lot more.","","things","General","176:9",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are around the house a whole lot more than girls","and little boys are around the house a whole lot more than girls.","","little boys","General","116994:8",1
12,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are good all the time","but cats are good all the time.","house","cats","Specific","171:6",1
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart exactly professional","well jeans aren&quotechart exactly professional","","jeans","General","41619:7",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are fun","babies are fun,","","babies","General","112537:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are really high","deductibles are really high,","deductibles for personal expenses","deductibles","Specific","163:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are quite different  there in terms of that","and things are quite different  there in terms of that.","","things","General","157:6",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are out","kids are out.","","kids","General","123596:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are notorious","i mean, school buses are notorious.","","school buses","General","8185:16",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart nearly as frequent","women aren&quotechart nearly as frequent,","women attending the specified church","women","Specific","684:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are crippled","that way husbands are crippled,","husbands that don&quotechart take on responsibilities at home","husbands","Specific","9738:9",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are such a strange configuration anymore","families are such a strange configuration anymore.","","families","General","7279:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are just as much of a blessing inside these material things","but kids are just as much of a blessing inside these material things","","kids","General","47743:6",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are around the house a whole lot more than girls","and little boys are around the house a whole lot more than girls.","","little boys","General","116994:8",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are so messy","uh. rollers are so messy.","","rollers","General","142815:9",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","cost a lot more","well, things cost a lot more.","material goods","things","Specific","176:9",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are not so good in texas job wise","things are not so good in texas job wise.","wages and job opportunities","things","Specific","12771:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","don&quotechart require mechanics","diesels don&quotechart require mechanics,","","diesels","General","57573:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are good all the time","but cats are good all the time.","","cats","General","171:6",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get maternity leave and stuff like that","but, you know, women get maternity leave and stuff like that","pregnant women","women","Specific","131139:18",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are awful here","cockroaches are awful here.","","cockroaches","General","1725:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are okay","uh, uh, blues are okay.","blues music","blues","Specific","148447:14",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are expensive though","lessons are expensive though.","golf lessons","lessons","Specific","142183:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart parents any more","parents aren&quotechart parents any more.","","parents","General","36123:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are kind of a problem","i mean winters are kind of a problem","","winters","General","67262:12",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are probably the most fickle people in the world","uh, football fans are probably the most fickle people in the world.","","football fans","General","137655:11",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart cheap anyway","well, new cars aren&quotechart cheap anyway,","","new cars","General","46874:11",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are real high maintenances","well, dogs are real high maintenances,","","dogs","General","59934:9",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","have  to be convinced  of that","but men have  to be convinced  of that.","married men","men","Specific","28363:6",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","change","so things change, i guess  .","recreational events","things","Specific","1519:8",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","learn at different rates","kids learn at different rates","","kids","General","53689:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are to easy   to get ","quorums are to easy   to get .","","quorums","General","174222:4",2
13,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get so worn down","and nurses get so worn down.","nurses that care for the ederly","nurses","Specific","159568:6",2
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are good all the time","but cats are good all the time.","","cats","General","171:6",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get maternity leave and stuff like that","but, you know, women get maternity leave and stuff like that","women who work","women","Specific","131139:18",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are to easy   to get ","quorums are to easy   to get .","","quorums","General","174222:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart cheap anyway","well, new cars aren&quotechart cheap anyway,","","new cars","General","46874:11",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are fun","babies are fun,","","babies","General","112537:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are such a strange configuration anymore","families are such a strange configuration anymore.","","families","General","7279:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart parents any more","parents aren&quotechart parents any more.","parents that don&quotechart raise their kids like they want them to","parents","Specific","36123:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are notorious","i mean, school buses are notorious.","","school buses","General","8185:16",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart nearly as frequent","women aren&quotechart nearly as frequent,","mormon women","women","Specific","684:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are quite different  there in terms of that","and things are quite different  there in terms of that.","privacy issues","things","Specific","157:6",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are out","kids are out.","","kids","General","123596:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are expensive though","lessons are expensive though.","golf lessons","lessons","Specific","142183:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get so worn down","and nurses get so worn down.","","nurses","General","159568:6",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are not so good in texas job wise","things are not so good in texas job wise.","jobs","things","Specific","12771:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are really high","deductibles are really high,","deductibles in their plan","deductibles","Specific","163:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are just as much of a blessing inside these material things","but kids are just as much of a blessing inside these material things","","kids","General","47743:6",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","cost a lot more","well, things cost a lot more.","","things","General","176:9",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are around the house a whole lot more than girls","and little boys are around the house a whole lot more than girls.","","little boys","General","116994:8",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are okay","uh, uh, blues are okay.","","blues","General","148447:14",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","learn at different rates","kids learn at different rates","","kids","General","53689:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are awful here","cockroaches are awful here.","","cockroaches","General","1725:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","don&quotechart require mechanics","diesels don&quotechart require mechanics,","","diesels","General","57573:4",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are crippled","that way husbands are crippled,","","husbands","General","9738:9",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are real high maintenances","well, dogs are real high maintenances,","","dogs","General","59934:9",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","have  to be convinced  of that","but men have  to be convinced  of that.","men in heterosexual relationships","men","Specific","28363:6",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are kind of a problem","i mean winters are kind of a problem","winters in that area","winters","Specific","67262:12",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart exactly professional","well jeans aren&quotechart exactly professional","","jeans","General","41619:7",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","change","so things change, i guess  .","","things","General","1519:8",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are so messy","uh. rollers are so messy.","","rollers","General","142815:9",1
14,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are probably the most fickle people in the world","uh, football fans are probably the most fickle people in the world.","","football fans","General","137655:11",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are awful here","cockroaches are awful here.","","cockroaches","General","1725:4",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","change","so things change, i guess  .","","things","General","1519:8",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are to easy   to get ","quorums are to easy   to get .","","quorums","General","174222:4",1
