workerid,trial_type,question,verb phrase,entire sentence,specific,order:,noun phrase,tgrep id,response
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,go to college,1,technical people,9996:8,"People, when they"
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",like to run,1,people,22387:13,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",want to drive,1,people,5727:7,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",will commit crimes,1,people,158267:12,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",want to buy goods,1,people,166244:11,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,want to travel,1,people,6712:12,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,believe in gun safety,1,people,428:6,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,who are travelling ,1,people,75242:4,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,have had traumatic experiences,1,people,1415:4,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,do not want to hoard items,1,people,23379:12,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",have mental illness,1,people,4811:9,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",do not respect privacy,1,people,175:4,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",do not lie,1,people,14418:14,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",who live in mississippi,1,people,137933:16,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",work and use fedex,1,people,75236:9,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,who do not want to get involved,1,people,116469:6,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",do not have alot of money,1,people,24791:16,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,live in north carolina,1,so many people,76838:19,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",have pets,1,people,6276:14,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",like to recycle,1,people,11134:8,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",like to be involved with sports,1,people,141184:4,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",like to review movies,1,people,733:34,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,uncaring people,1,people,22414:4,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,don&quotechart care about emssion standards,1,people,11872:4,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",are computer literate,1,people,618:35,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",are at work,1,people,5957:2,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",trying to get by,1,people,13451:14,People who
13,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,don&quotechart want to confess,1,people,174356:4,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",work in an office.,0,people,5957:2,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",are concerned.,0,people,11134:8,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",use fed ex all the time.,0,people,75236:9,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",make mistakes.,0,people,4811:9,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",get drugs in prison.,0,people,13451:14,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",want material things.,0,people,166244:11,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,tour.,0,people,6712:12,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",see snow.,0,people,137933:16,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,waste time and the taxpayer&quotechars money.,0,people,174356:4,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,are technically knowledgeable.,0,technical people,9996:8,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",have a pet in the city.,0,people,6276:14,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,see a crime but don&quotechart do anything about it.,0,people,116469:6,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",want a driver&quotechars license.,0,people,5727:7,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",lie.,0,people,14418:14,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,don&quotechart have room for cans.,0,people,23379:12,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",don&quotechart knock.,0,people,175:4,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",believe the death penalty is a deterrent.,0,people,158267:12,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",think of computers.,0,people,618:35,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",are sports conscious.,0,people,141184:4,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,talk about North Carolina.,0,so many people,76838:19,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",run in the park,0,people,22387:13,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",call in to a movie critic&quotechars talk show.,0,people,733:34,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,shoot other people.,0,people,1415:4,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",are trapped economically.,0,people,24791:16,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,live in Kodak.,0,people,11872:4,People who
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,use fed ex when travelling.,0,people,75242:4,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,are unfeeling.,0,people,22414:4,"People, when they"
14,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,don&quotechart believe a gun is loaded.,0,people,428:6,People who
