Item_ID	Noun	NP	Verb	VP	BarePlural	Sentence	Context
95636:47	things	things	cost	cost 	things	and, it exp was just, uh, fascinating  to see how little things cost ,	###yes.###speakerb42.###but,  to look, to have looked back into the twenties, thirties and forties, it exp would have been fantastic,  to see that.###speakera43.###oh yes.###speakerb44.###but, uh,###speakera45.###well, as a matter of fact, uh, my mother was going through some things ich not lon-, not long ago, i guess  it has been a couple of years ago, in an old trunk that she had .###and she came upon a, a budget book that she had  back in the thirties. uh, when they,###speakerb46.###uh-huh.###speakera47.###it was the late, well###i guess  it would have been, i will take that back, it must have been in the forties, because they had been married, uh, probably fifteen years at the time.
95975:18	people	people	jeep	jeep through that area	people	so, i guess  people jeep through that area	###speakerb12.###uh-huh.###speakera13.###and i,###boy that's a nice, a nice place   to visit .###it's really nice at,###there's a nice, nice train ride that  goes up to the city of silverton where they used  to do a lot of silver mining .###speakerb14.###right.###speakera15.### and, uh, and then actually, north, north of that is  another town and, a smaller, on a smaller scale, i guess, than silverton.### but, i, and then there's lots and lots of real, of mountains that  are covered  with, uh, boulders.###speakerb16.###uh-huh.###speakera17.
96462:59	women	women	are	are capable of  doing the job	women	and so. but i know  some of the other services do not think that women are capable of  doing the job.	###speakera127.###because, i know that there, now there, they want the armed forces to recognize that women can serve in combat roles.###speakerb128.###uh-huh,###uh-huh.###speakera129.###and the only, uh, branch in the armed fo-, services that  seems willing  to do that is the air force.###and, uh, i spoke because women were filing, flying missions into, you know, for whatever reason, into, uh, in the persian gulf war.###speakerb13.###huh.###speakera131.###speakerb132.###yeah,###yeah.###speakera133.
96852:2	reports	medical reports	tell	tell us that women are developing diseases ich now that  used  to be predominately male diseases	reports	and, you know, medical reports tell us that women are developing diseases ich now that  used  to be predominately male diseases.	###but don't you think  it's that way with men too?###i mean, you know, men are sitting behind desks a whole lot more, than they used  to.###speakerb88.###oh, absolutely true### it's, that's true with society, in general,###speakera89.###speakerb9.###speakera91.###yeah,###yeah.###speakerb92.###but specifically the woman's role, in society has changed.###speakera93.###uh-huh.###speakerb94.
96852:33	women	women	are	are developing diseases ich now that  used  to be predominately male diseases	women	and, you know, medical reports tell us that women are developing diseases ich now that  used  to be predominately male diseases.	###but don't you think  it's that way with men too?###i mean, you know, men are sitting behind desks a whole lot more, than they used  to.###speakerb88.###oh, absolutely true### it's, that's true with society, in general,###speakera89.###speakerb9.###speakera91.###yeah,###yeah.###speakerb92.###but specifically the woman's role, in society has changed.###speakera93.###uh-huh.###speakerb94.
9738:9	husbands	husbands	are	are crippled	husbands	that way husbands are crippled,	###that's a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people's responsibilities.###speakera171.###that's very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that's right.###speakera177.###yeah.###speakerb178.
97332:43	things	things	work	work out 	things	we are just going  to have,  to see how things work out .	###and so i think, you know,  she will be at a,###i have heard  it's a rough age   to put them into a,###speakerb86.###it is  because that's when they are clinging to mama ,###speakera87.###yeah.###speakerb88.###so you might have a real problem with that.###i think  it, it exp hurts the parents  to leave when the child is crying ,###speakera89.### but, but i think  it,###speakerb9.###so it, you know, it would be ideal if you could get somebody in so you are not really leaving the child in a strange place.###speakera91.###yeah.
97445:36	things	things	work	work out 	things	and so we will just have  to see how things work out .	###speakera129.###speakerb13.###right.###speakera131.###speakerb132.###right.###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.
97451:23	parents	parents	come	come down  to supervise or, whatever	parents	and, uh, you know, parents come down  to supervise or, whatever.	###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it's the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people
9764:23	things	things	are	are changing	things	and, uh, i think  things are changing,	###well i am done  talking.###do you want  to talk?.###speakera53.###well, i think that you carried forth your subject matter very well, uh, nickie.###and i can, uh, relate to that, uh,###speakerb54.###uh-huh.###speakera55.###uh, i think  it's, it's the image that the woman has  and, uh, in the world, as, uh, the lesser of the two.###speakerb56.###uh-huh.###speakera57.###speakerb58.###oh, always.###speakera59.
97657:43	women	women	are	are going  to be able  to have the recognition that they deserve 	women	and, uh, i think that, uh, in the long term that women are going  to be able  to have the recognition that they deserve .	###speakerb6.###uh-huh.###speakera61.###and, uh, i think  we are progressing at a snail's pace,###speakerb62.###indeed.###speakera63.###but we are progressing.###speakerb64.###uh-huh.###speakera65.###so, that's the main point is that we are going ahead.###speakerb66.###uh-huh.###speakera67.
97834:74	women	women	go	go	women	well, oh, from a woman's point of view and it was very, uh, chauvinistic as far as women go.	###speakera143.###and it's, it's just marvelous,###and i am just in awe  to see this,###speakera1.###well, what movies have you seen  recently, valerie?###speakerb2.### let's see,###the last one  we saw  was thelma and louise.###speakera3.###oh, we haven't seen that one yet.###speakerb4.###well,  don't bother.###speakera5.###oh, it wasn't that good.###speakerb6.
98217:2	fathers	fathers	are	are just missing, you know	fathers	or, or fathers are just missing, you know,	###speakera12.###uh-huh.###speakerb13.###you know, and i think  most of that is because their parents aren't around.###that make sense?###speakera14.###yeah.###speakerb15.###yeah.###speakera16.### that, uh, the, what they call  the latchkey children.###speakerb17.###yeah,###something like that.###no one's, you know,
98427:14	people	people	are	are well indoctrinated  in their society that drunken driving is unacceptable	people	 is that people are well indoctrinated  in their society that drunken driving is unacceptable.	###but nowadays, there's so much on tv where, where people seem  to have the idea  they can get something for nothing .###of course uh, i work for lawyers a lot###speakerb95.###uh-huh.###speakera96.###and i see,  unfortunately, we have this whole mentality that somehow there are these pots of money out there that you can sue somebody and, you know, there's a million dollars  you can have  uh, for mental duress or whatever  .###speakerb97.###uh-huh.###speakera98.###speakerb99.###yeah.###speakera1.###but, you know, the other thing that  bothers me in the crime is the, uh,###in europe, they seem  to have mentality,###and drunk driving is a good one,
98639:28	juries	juries	have	have a right  to know more	juries	and, uh, i don't know that juries have a right  to know more because in a sense we call those safeguards,	###speakerb41.###right.###speakera42.###if it's first degree rape, second deg-, degree rape or whatever, they only get  to decide on that,###well, okay this person has been charged  with first degree rape, uh,###and you can decide guilt or innocence on that.###speakerb43.###uh-huh.###speakera44.###uh, such like, maybe in murder they get  to choose whether it's, uh, premeditated or one or two of the lesser degrees.###the other thing that juries are restricted  on  and, and at least to me this has been one of the frustrating things in my, even in my own experiences, that you usually don't get  to hear all the information.###speakerb45.###yeah.###speakera46.###it's what information  is presented 
112:29	people	elderly people	do	don't realize that their diet is that bad	people	so often i think though,   elderly people don't realize that their diet is that bad.	###speakerb18.###and she got kind of fearful of  being on her own.###she never really ate very well.###it was one thing.###she hardly ever took care of herself###speakera19.###yeah.###speakerb2.###and she didn't eat.###she ate very poor###so i think  she was, you know,###bad, uh, nutrition on top of it.###and, uh, she got to the point  she didn't want  to alone anymore.###so,###speakera21.
147:4	people	people	do	don't want  to try  to figure out little bitty individual meals	people	people don't want  to try  to figure out little bitty individual meals.	###speakerb3.###oh really?###speakera31.###yeah.###uh-huh.###speakerb32.###well she didn't want  to cook for herself anymore.###speakera33.###yeah.###speakerb34.###oh, that's too much trouble.###that's too much trouble.### didn't want  to cook.###speakera35.###and the portions,
1663:67	kids	kids	are	are, you know, at a tougher and rougher age	kids	and they said, oh, but we need more in the middle school because that's when kids are, you know, at a tougher and rougher age and all that .	###huh.###speakerb52.###speakera53.###yeah.###speakerb54.###and that's overwhelming.###speakera55.###well we've got, uh, you know at our school we have over a thousand elementary kids###and last year was the first year that we ever had more than one counselor .###and that's just really not enough.###speakerb56.###no.###it isn't .###speakera57.###and i was talking to somebody that  teaches in a middle school
1948:38	schools	plano schools	do	do so little of that. that if they hadn't had it before they hit first grade they were never going  to have any art or music or any of the interpretive stuff	schools	and i'm really glad  my kids had it because plano schools do so little of that. that if they hadn't had it before they hit first grade they were never going  to have any art or music or any of the interpretive stuff.	###speakera42.###she went back as a teenager###and these people that  had changed her diapers when she was three  were still there.###speakerb43.###oh, my gosh.###speakera44.###so, it, it was really neat.###but it was because they had a director that  had always done it as a labor of love###and she just kept good people and real cheerful place, lots of arts and crafts,###speakerb45.###uh-huh.###speakera46.###speakerb47.###oh my goodness.###speakera48.
1185:14	people	people	are	are starting  to give up hope	people	it's like people are starting  to give up hope	###speakera32.###speakerb33.###like a lot,###it seems like the rich are getting richer and the poor are getting poorer, is even more, true today. you know?###speakera34.###speakerb35.###speakera36.###yeah,###there is a a big difference in the, uh, economic, um, status of, uh, people although i think  that has been true, uh, always.###speakerb37.###s-,###speakera38.###um, perhaps there's less of the middle range then there was .###speakerb39.###yeah.
11884:4	people	people	have	have become very selfish	people	people have become very selfish.	###i mean even if they had  to pay more now, i mean in the long run it exp's going  to cost society more  to force two people to work. even though it's higher productivity is short-term.###speakera62.###that's right.###speakerb63.###speakera64.### it's already, it already costs society much more because of it.###speakerb65.###speakera66.###you know it,### trying  to do all these programs like headstart and things like those. you wouldn't have  to do that if mothers would stay home with their children and do things with them, you know.###speakerb67.###yeah.###speakera68.###um, there's,###and i think, uh,  a lot of it is selfishness.
1282:17	things	things	backfire	backfire	things	and once in a while things backfire.	###speakerb4.###uh-huh.###speakera41.###and, uh, their pastas were great.###speakerb42.### tha-, that's one of the things, a good pasta means a lot to me.### i, i like different kinds of food.###so, when we go out , i'm always looking for something other than the standard menu, even if, it's a mexican restaurant, like something other than, uh, you know the standard tacos, enchiladas, tamales and fajitas now.###speakera43.###speakerb44.###speakera45.###you're brave.###speakerb46.###yes,###yes
1311:22	people	people	are	are just petrified, at least some are , at the thought of nuclear	people	it's kind of funny because people are just petrified, at least some are , at the thought of nuclear.	###yeah.###speakerb32.###what 's interesting, several years ago, i took a course, uh, on, uh,###well, it was actually, it was put  on by the power companies and, about the various sources of energy and how much pollution there was , and there wasn't  from various kinds of, of energy.###and, uh, at that point in time, one person that  was a speaker brought up the topic of acid rain###and it was kind of pooh-poohed , you know.###oh, you're making a mountain out of a molehill, kind of thing.###and it's turned out that, that's been very true, what he was forecasting  about the accumulation of, of the pollutants in the air and the acid rain and what it would do  to foliage.###so, it's kind of interesting the change in perspective from when i took that course .###now, a lot of people are really afraid of nuclear.###uh, i'm not afraid of nuclear,  having had that course because of how the nuclear that, uh, they use  is not bomb quality ,###and, we're so strict with all our controls ich in the united states.  the chances of, of an accident are slight,###and, it doesn't pollute the air at all.###it exp's safer ich  to be around a nuclear plant then it exp is   to be around a coal plant.###many more deaths ich have occurred in rnr and  dealing with rnr coal plants then ever around nuclear plants.
13451:14	people	people	find	find ways around	people	you know, people find ways around.	###speakera78.###right.###speakerb79.###but, uh, i don't know.###it's just,###speakera8.###well, i was, i saw on a human interest story, or whatever today,  there was a woman who  was just being paroled  and trying  to make it back,###she was off drugs and everything,###speakerb81.###uh-huh.###speakera82.###but she said, uh, you know,  in prison you can get anything.###you can any drugs  you want .###there's,### it, it's just like  being outside.
13983:18	drinkers	beer drinkers	are	are among the worst for  throwing things out the window	drinkers	and it seems like beer drinkers are among the worst for  throwing things out the window	###speakera33.###right.###speakerb34.###but on the plastic, i have, uh, i don't have any habits there yet###and i'm,  guess  i'm waiting for the city to, to push me in that direction### but, but, it just seems like on the larger scale that, you know, the, we always talk about  in our society is that economic strife things###speakera35.###well, i guess  they will  shortly.###i, uh,###speakerb36.###and i think if, uh, if we just start  to put, you know, the nickel deposit on things, like, uh,  was the case years ago that, uh, it would have more immediate ich effect, uh, than,###because i remember  searching ditches for beer bottles because they were worth money###speakera37.###oh, right.###speakerb38.
1448:3	kids	kids	do	don't appreciate, maybe the value of money	kids	i, i think  kids don't appreciate, maybe the value of money, that it's so little that they don't care,	###we live next to a set of railroad tracks###and it exp seemed  to be a very popular thing for people driving by that highway there, by our tracks to throw the bottles at the tracks and try  to crash, you know break them,###speakerb3.###uh-huh.###speakera31.###but, uh, they weren't that successful,###so there were a lot of bottles   to be returned ###and we just walk about a half a mile in each direction and gathered up enough  to buy whatever we wanted  for the day###speakerb32.###uh-huh.###speakera33.###and,###speakerb34.###yeah,###and they, uh, p-,
14742:9	men	men	have	have been dying from prostate cancer for years	men	and yet men have been dying from prostate cancer for years.	###so  let's give money to aids.###and yet we've had breast cancer problems for years.###speakerb4.###right.###speakera5.###and, it's just### one of those, uh, course, one of the shows  i saw  was taking it from the angle that, since it doesn't effect men, it's not going  to get funded .###and, uh,  having thought about that for a while,###speakerb6.###what did you think  about that idea?###speakera7.###well, i, i kind of, i thought, well, that, that might be possible since there are a lot of men in control of that kind of thing.###but then i got, i got to  thinking,  the, the number one killer of men seems  to be the prostate###and there's only one test that  just recently got developed , uh, a blood in-, antigen, uh, antibody test for the antigen in the blood###and that's fairly recent.
1486:36	people	people	have	have nothing   to hide 	people	i, i honestly feel  if people have nothing   to hide , they shouldn't have a problem with it.	###speakerb6.###just about like train tr-, train wrecks and things like that, that###i feel like,###probably just for our own safety when we're traveling and things  that would be something  i'd like  to know that 's going on.###speakera7.###yeah,### i, well, i happen  to be,###uh, my job is  i'm supervisor of personnel safety for the world's largest paint company,###so i, it's very near and dear to me when we start  talking about drug testing for random sampling and testing for cause, this type of thing .###and even in our field we have people that  are in very high risk jobs###and we, at the present time, do not have random testing.###speakerb8.###um.###speakera9.###and i am pushing towards that.
14957:11	people	too many people	are	are just dying. particularly in our area	people	and too many people are just dying. particularly in our area.	### i, i would like, i would encourage it.###i'm pushing our company towards that.###mumblex.###speakerb36.###well, and, you know, if they do find someone who, who  is, uh, having a problem with drugs and they can get them the help that they need . as opposed to  just letting the problem go on with, without any, uh, support. and whatever,###speakera37.###right.###speakerb38.###speakera39.###exactly.###speakerb4.###because a lot of people,  seems like , would probably obviously are trying  to hide that uh, from their employer and friends and family and things###speakera41.###uh-huh.###speakerb42.
1519:8	things	things	change	change	things	so things change, i guess  .	###it wasn't like the newer ones that  have nice chambers that  keep it afloat or keep it, uh, upright again.###this one you had  to work with .###you get out of the water again and get it upright.###and, uh, sailing was, was kind of nice### to learn the maneuvers you had  to make  to work your way down a lake or work back up against the, the wind, as it were,  tacking back and forth###and, uh, more than once we'd get out there on a really stormy day###and, uh, the storm or the wind was due to the front blowing###and as soon as the front came over, it was calm.###so you're out in the middle of nowhere with a paddle###and you paddle your way back in and hope  it doesn't start  raining on you right away.###and that didn't always work.###we oftentimes got wet,.###but, uh, it's, it's a nice, nice hobby   to have .###nowadays i don't think  i could afford the boat or the time,###nor do we live that close to a lake anymore,
16188:27	people	people	get	get  to be a certain age 	people	well, i think  sometimes when people get  to be a certain age , other people have  to kind of help them make decisions.	###speakera45.###yeah.###speakerb46.###but he was living alone, had an upstairs apartment, could barely make it up the steps to the top without a great deal of pain,###speakera47.###oh.###speakerb48.###and this,###eventually things just went too far###speakera49.###yeah.###speakerb5.###and he allowed himself to be put  into a nursing home.###speakera51.###yes,
16188:57	people	other people	have	have  to kind of help them make decisions	people	well, i think  sometimes when people get  to be a certain age , other people have  to kind of help them make decisions.	###speakera45.###yeah.###speakerb46.###but he was living alone, had an upstairs apartment, could barely make it up the steps to the top without a great deal of pain,###speakera47.###oh.###speakerb48.###and this,###eventually things just went too far###speakera49.###yeah.###speakerb5.###and he allowed himself to be put  into a nursing home.###speakera51.###yes,
17176:6	people	people	talk	talk about, you know, big family reunions	people	so people talk about, you know, big family reunions	###bye-bye.###speakerb96.###bye.###speakera1.###how would you go about  organizing a family reunion ?###speakerb2.###well, a-,###for,###i grew up in the deep south like south alabama.###so whenever i think of family reunions ,###my family, like, got together almost every week.###speakera3.###oh, gee.###speakerb4.###and there would be like thirty people.
1725:4	cockroaches	cockroaches	are	are awful here	cockroaches	cockroaches are awful here.	###speakerb2.###well, i don't do much of it here.###i'm from, uh, te-, from, uh, colorado originally###and there are no bugs there.###and i didn't mind  getting in the dirt there,###but, boy, i'll tell you what,###once i see these bugs around here, i'm just kind of out of it.###speakera3.###oh, what kind do you have ?.###speakerb4.###oh, roaches and,###speakera5.###do they really?###speakerb6.###oh, yes.
17462:68	people	people	are	are really like  before you vote for them	people	uh, and, and i'm not sure how you go about  really finding out what people are really like  before you vote for them .	###i don't know### i, i like that idea.###um, oh, i had a thought just a second ago###but it slipped my mind.###speakera15.###oh, that's all right.###speakerb16.###um, one thing that i-, that i think probably one of the reasons that people don't vote more  is because they don't know the candidates.###and i think sometimes, you know,###that's one thing that i have learned  in  w-, working in elections and things is, you know,  sometimes even when you work for someone  you don't really know what they're like .###i know  there's been a couple of people that we voted for  and worked for###and when they got in office  it was just a disaster.###speakera17.###well,###speakerb18.
1796:14	people	people	are	are dressing for work in their sweaters because they just want it to be fall so badly	people	but in the mornings people are dressing for work in their sweaters because they just want it to be fall so badly.	###well, around there you can probably wear, uh, t-shirts and other things,###but around here, at this time of the year we are into sweaters and, uh, coats.###speakera17.###yeah.###speakerb18.###speakera19.###i'm envious.###speakerb2.###speakera21.###well, it's a beautiful day here,###and it's in the sixties,###but we still have a lot of hot afternoons,###it's supposed  to be eighty-five today,###so you'll still see people,### it, it's kind of an in between change, that they're in their play clothes, i mean, they're in their summer clothes during the afternoons, because you just can't stand the sweaters,
1818:59	people	people	want	want  to watch 	people	like i said, the risque stuff, just i guess  they think  that's what people want  to watch .	###uh-huh,###yeah,###my wife really likes that show,###speakerb24.###yeah,###which i just, i was, i always felt   was wonderful###speakera25.###uh-huh.###speakerb26.###uh, and so many of them nowadays, like i said, i think   are just, um###speakera27.###yeah.###speakerb28.###uh, they, they go after, well,###they,
18956:29	times		do	don't cost as much	times	and as well, the, uh, smaller schools often times don't cost as much.	###yeah.###speakerb88.###in the larger schools you get caught  up in the bureaucracy,### and and they just give you a teacher's assistants, you know###speakera89.###uh-huh.###speakerb9.###speakera91.###uh-huh.###speakerb92.###instead of a scholar you get a t a###speakera93.###that's right.###speakerb94.###and, uh, you don't get near the, uh, quality of education,
1922:42	women	women	feel	feel  they need  to go out and do this	women	i think  that has been the major change, is that, women feel  they need  to go out and do this,	###speakera117.###oh, that's a shame.###well, i, i felt a little cheated at tech, also.###once i got into my,###i, um, majored in,###speakera1.### what, what do you feel   is the, the major change that 's been going on?###speakerb2.###that's a tough question.###we are now able  to work full eight hours a day and still do our housework.###right.###speakera3.###speakerb4.### don't ask me.###speakera5.
1978:34	people	too many people	feel	feel  they need  to live a more extravagant life-style than necessary	people	i, i think  too many people feel  they need  to live a more extravagant life-style than necessary	###yeah,### it, it's sad,###speakerb24.###and, it, you know, it was almost from the audience participation it was almost a social issue, you know###speakera25.###uh-huh.###speakerb26.###people were siding with the husband,  saying, you've got  to go to work,###if you have these four children, you've got  to support them,###and nobody would give her credit for  being home and raising them.###speakera27.###uh-huh.###speakerb28.###speakera29.###yeah,
19966:4	men	men	do	don't treat you like you don't know anything,  generally speaking	men	men don't treat you like you don't know anything,  generally speaking.	###speakera45.###which  is too bad, because, you know, i, i feel like i don't, obviously i don't get paid  for my job,###but i should get paid  at least double what my husband makes   working in an office for  staying home###speakerb46.###yeah.###speakera47.###that's what i figure ,###i'm worth a lot just for what i do  every day,###but, you know, i don't know,###this is kind of a, um,### at, at least here i've noticed,###i'm not from here,###i'm from colorado,###but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles  i've travelled  and in the church that i go to , you know,###that
11375:1	teachers	teachers	have	have other kids lives in their hands	teachers	even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk	###speakera59.###speakerb6.###speakera61.###well,  listen,###speakerb62.###you know, here we go again, i mean###speakera63.###yeah,###yeah.###speakerb64.###yeah, you know###speakera65.###if you agree that, uh,###speakerb66.###i believe that truck drivers and people that  have,
11416:14	teachers	teachers	are	are just like everybody else	teachers	i know  teachers are just like everybody else,	###and, uh###speakera79.###speakerb8.###yeah,###well, did you hear on the news where the teacher of the year was up for child molestation .###speakera81.### isn't that, isn't that mind boggling,###speakerb82.###speakera83.###speakerb84.###it was on the news tonight.###speakera85.###goodness,### it, it is, it's mind bog-, you know, well, you know,###i agree with you,
1153:5	girls	girls	are	are nice	girls	girls are nice, aren't they ?	###speakerb11.###i have four girls###speakera12.###oh.###speakerb13.###they're nine and five and three and a newborn.###speakera14.###oh, my, you are busy###speakerb15.###yes,###speakera16.###and they're all girls,###i have two girls,###so, all girls around here.###speakerb17.
112537:4	babies	babies	are	are fun	babies	babies are fun,	###speakera57.###you've got the little bitty ones.###speakerb58.###uh-huh.###speakera59.###those are the, probably the bestes-, the best group   to have .###speakerb6.### they're, you know, they're wonderful.###they don't complain too much.###speakera61.###and they're fun.###speakerb62.###yes.###they are a lot of fun.###speakera63.
113118:8	rates	interest rates	are	aren't none too shallow these days anyway	rates	and interest rates aren't none too shallow these days anyway.	###speakerb17.###speakera18.###d-,###yeah,### i, i made a rule ich with myself when i got one  that if i couldn't pay it in full every month that i'd have  to rip it up,###so.###speakerb19.###yeah.###speakera2.###speakerb21.###that's a good idea.### stops all them interest rates,###speakera22.###that's,###speakerb23.
113533:3	laws	oklahoma's laws	are	are 	laws	well, i don't know what oklahoma's laws are 	###speakera13.###there's no deterrent.###speakerb14.###speakera15.###that's right.###there's just no deterrent.###speakerb16.###that's right.###speakera17.###and so many of those kind of people, they got, they have a better life ich in prison than they have  on the street anyway###so, you know, unless they really make it rough on them that's not a,  going to prison for a little while is not much of a deterrent i don't think  .###speakerb18.###especially not a federal prison.###speakera19.###right.
114375:31	people	enough people	are	are not speaking out	people	i, i guess  enough people are not speaking out.	###and, you know.###speakerb13.###your time is, is valuable,###speakera14.###yeah,### it's, it's like you say, very annoying###speakerb15.###and,###speakera16.###and, uh, why, why do we let this happen .###speakerb17.###oh, i,### that's, that's interesting.###i### the, the market seems  to just be growing, too.
114449:5	men	men	arrive	arrive at about ten o'clock in the morning 	men	but when it's adults selling a variety of things  and especially when men arrive at about ten o'clock in the morning  uh, that really, it makes you not feel particularly safe	###oh, boy.###well, i, i do wish that it would stop on my end because it, it seems  to happen at the worst possible moments.###speakera42.###yeah.###speakerb43.###and i, i guess  the next one is, is door-to-door solicitors.###speakera44.###uh-huh.###speakerb45.###i don't mind the children when they're selling things for school .###i have kids###and, you know, that's just kind of part of it###speakera46.###yeah.###speakerb47.
115657:16	neighbors	parents' next door neighbors	have	have a big barge	neighbors	and parents' next door neighbors have a big barge	###speakerb42.###well, they offer classes out at, uh, ray hubbard.###speakera43.###yeah,###well, i, i've always thought  i'd like  to .###i've never wanted  to  bad enough  to make any effort  to do it, you know.###speakerb44.###yeah.###speakera45.###and, at this stage of the game, i'm not that interested in it anymore.###speakerb46.###oh, okay.###speakera47.###we go out with friends on the,###we go to the lake just about every weekend down at mount vernon
116469:6	people	people	do	don't do anything	people	and people don't do anything.	###and, uh, someone came to his football practice about two weeks ago with a gun.###speakera27.###oh, my heavens.###speakerb28.###and, i mean, it just scared me to death###and, you know, they called the police### and, and nothing happened,###but my goodness, you know, it, it could have  easily.###speakera29.###well, maybe that's the answer to crime is  getting more prosecution.###speakerb3.###maybe so.###speakera31.###you know, because i don't,###now i, somehow i feel  we're living in an impartial society as far as people seeing something happen, you know, across the street, or seeing someone get mugged , or unfortunately, raped ,
116525:63	people	people	think	think a bit more	people	well, maybe this thing with, with the child at school, maybe that will make people think a bit more and, you know, take some steps  to, to correct it.	###yes.###speakerb46.###but, uh,###speakera47.###yeah,###well, you know, the call for help is what  scares me now because it, it just,###i don't know,###people just don't,###i don't know,###i can't say  they don't care, because people just have  to care about another person.###speakerb48.###yeah.###speakera49.###but it's that  not getting involved rnr, that impersonal rnr society,  i think  we live in  today.###speakerb5.
116994:8	boys	little boys	are	are around the house a whole lot more than girls	boys	and little boys are around the house a whole lot more than girls.	###and we're just as happy for her to finish her education first.###speakera85.###uh-huh.###speakerb86.###that's what she plans  to do .###speakera87.###well, i don't blame you for that.###speakerb88.###so, i hope so.###speakera89.###well, i have the three girls###and then we ended up with four grandsons.###speakerb9.###oh, ho-ho.###speakera91.
1176:19	people	so many people	are	are without work nowadays	people	and they said  they thought  a lot of it, the reason  it was up so  was because of the, uh, so many people are without work nowadays,	###speakerb2.###uh-huh.###speakera3.###and, uh,  seems like all big cities have plenty of that nowadays, doesn't it ?###speakerb4.###well, uh, i,###that's,###sure.###uh, i, i think  it's### s-, st-, statistics, obviously, vary greatly.###i always thought of dallas as  being a fairly safe place.###speakera5.###well, it is ,###but our crimes up here, uh, as i think  it must be  in most cities now,###but, uh, i was listening to the news the other day
117792:6	people	people	are	are doing their fires	people	and people are doing their fires	###speakera11.###speakerb12.###but,###speakera13.###he's beautiful###but it's just one of those concessions,  i just had  to make ,###speakerb14.###speakera15.###but i kind of ignore him.###now today's the first cold  we've had  in texas###and it's really cold and drizzly###and it's freezing###speakerb16.###um.###speakera17.
118341:76	teachers	teachers	are	are out there  giving drugs and selling drugs	teachers	i have heard stories ich, uh, from other parents that i know of , their children are in high school that teachers are out there  giving drugs and selling drugs,	###and you know, we'll just have  to wait and see whether that's approved  or not.###speakerb44.###uh-huh.###speakera45.###speakerb46.###speakera47.###you know, i don't know your feelings toward that.###i guess  we shouldn't get into that### but, um, and what else, um,###speakerb48.###speakera49.###i think in some ways that  they need  to be more careful of the teachers that they hire .###speakerb5.###uh-huh.###speakera51.
11936:3	people	people	fish	fish for bass and crappie and catfish more than anything else	people	i think that, uh, probably around here people fish for bass and crappie and catfish more than anything else.	###but the men come out and said oh, well, that's only a, a king snake,###it won't really hurt you, you know.###but it looked so bad###speakerb66.###yeah.###speakera67.###and it was so big, that it might not would have hurt us, but we sure felt like it was hurting us,  just being there, you know.###speakerb68.###definitely.###speakera69.###but they're scary looking.###speakerb7.###do you have bass?###speakera71.###yes, uh,
119515:24	things	things	are	are being made  better	things	i don't think necessarily that, things are being made  better uh, you know,	###speakerb52.###uh-huh.###speakera53.### but, but, it exp was interesting  to,###i don't know if they're making them better or not,### i, it exp's hard  to say.### some, i think  they more of their parts plastic, which , you know, makes things break easier,###but i think  the technology is better.###speakerb54.### ye-, i think  technology is better,### i'm, i'm not sure.###i think  you've got a good point with the plastic and that.###speakera55.###about quality.###speakerb56.
119734:6	things	political things	do	don't interest me a great deal, except i do like  to stay informed enough  to, feel like i halfway vote intelligently, you know	things	political things don't interest me a great deal, except i do like  to stay informed enough  to, feel like i halfway vote intelligently, you know	###and i like  to read time magazine and people magazine  to keep up with what 's going on in the world.###speakerb16.###i see.###speakera17.###mumblex.###speakerb18.###well, what particularly are you interested in ?###speakera19.###well, i just, pretty, uh,###little, you know, about everything.### and, not and then again not everything,###speakerb2.###uh-huh.###speakera21.###but you know, i like  to know pretty well what 's happening.
121165:14	people	people	do	do	people	i think  people do.	###yes,###that's true.###yeah,###houston is a lot, um, a lot wetter than, than dallas, dallas area,###that's where plano is ,### and, um, and just humidity you know, just all the time,###it's an awfully lot more humid.###speakera61.###uh-huh.###speakerb62.###speakera63.### are, are you, uh, able  to get, uh, sometimes a double crops of, of certain things in your garden?###speakerb64.###yes,###uh-huh,
121875:46	people	people	listen	listen to my phone conversations, like if they're outside my door while i'm talking in my room 	people	um, huh. well, i don't like it when, uh, people listen to my phone conversations, like if they're outside my door while i'm talking in my room , or when people like look through my things in my bedroom .	###speakera61.###right.###speakerb62.###now china and a few other countries have a little different view of that.###um, you get caught  with dope there and you die, period.###speakera63.###yeah.###uh-huh.###speakerb64.### there is, there is no, no appeals.###there is no,###speakera1.###okay.###what type of things do you feel   would invade your privacy every day?###speakerb2.
